Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,RHR,RHR 1 Day,RHR Change,RHR 2 Day,RHR 3 Day,RHR 4 Day,Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
4/30/2019,"3,214","9,621",3.87,13,633,205,41,33,"1,545",55,55,0,55,55,55,2019-04-29 9:32PM,2019-04-30 8:48AM,608,65,4,676,,,
5/1/2019,"2,911","5,590",2.59,3,654,228,3,8,"1,147",55,55,0,55,55,55,2019-04-30 9:50PM,2019-05-01 6:57AM,469,78,17,547,122,246,101
5/2/2019,"4,132","17,379",8.05,12,514,318,24,89,"2,672",55,55,0,55,55,55,2019-05-01 10:05PM,2019-05-02 6:20AM,437,58,18,495,116,206,115
5/3/2019,"4,158","20,022",9.56,16,524,271,27,118,"2,691",55,55,0,55,55,55,2019-05-02 10:01PM,2019-05-03 6:21AM,452,48,24,500,105,244,103
5/4/2019,"4,366","23,498",10.05,45,439,301,37,137,"2,986",55,55,0,55,55,55,2019-05-03 10:07PM,2019-05-04 6:54AM,468,58,15,526,129,243,96
5/5/2019,"3,512","15,308",6.98,6,640,196,27,98,"1,951",55,55,0,55,55,55,2019-05-04 10:16PM,2019-05-05 6:15AM,436,43,20,479,79,263,94
5/6/2019,"4,545","20,271",9.37,13,425,291,67,136,"3,197",55,55,0,55,55,54,2019-05-05 9:49PM,2019-05-06 6:30AM,467,54,26,521,132,196,139
5/7/2019,"3,976","20,030",9.38,19,529,279,15,118,"2,495",55,55,0,55,54,54,2019-05-06 9:48PM,2019-05-07 6:08AM,446,53,18,499,70,267,109
5/8/2019,"3,446","13,617",6.28,12,622,271,17,52,"1,899",55,55,0,54,54,54,2019-05-07 9:57PM,2019-05-08 5:55AM,431,47,19,478,120,190,121
5/9/2019,"3,987","20,237",9.33,11,617,183,13,145,"2,442",55,54,-1,54,54,53,2019-05-08 10:04PM,2019-05-09 6:06AM,441,41,23,482,68,284,89
5/10/2019,"3,707","15,345",7.1,9,701,231,9,91,"2,101",54,54,0,54,53,54,2019-05-09 11:19PM,2019-05-10 6:07AM,373,35,24,408,48,252,73
5/11/2019,"3,760","15,608",7.21,7,535,295,28,73,"2,276",54,54,0,53,54,55,2019-05-10 10:15PM,2019-05-11 6:44AM,457,52,19,509,102,232,123
5/12/2019,"3,695","16,624",7.54,8,557,218,21,112,"2,166",54,53,-1,54,55,56,2019-05-11 10:16PM,2019-05-12 7:08AM,469,63,21,532,146,216,107
5/13/2019,"4,631","22,412",10.33,11,440,328,36,138,"3,260",53,54,1,55,56,58,2019-05-12 10:06PM,2019-05-13 6:25AM,423,75,23,498,91,237,95
5/14/2019,"4,026","20,065",9.27,8,546,280,20,112,"2,528",54,55,1,56,58,58,2019-05-13 10:26PM,2019-05-14 6:28AM,424,58,20,482,80,252,92
5/15/2019,"4,018","20,297",9.65,24,607,179,7,129,"2,408",55,56,1,58,58,57,2019-05-14 9:56PM,2019-05-15 6:34AM,449,69,19,518,131,203,115
5/16/2019,"4,633","20,418",10.13,45,489,222,48,168,"3,160",56,58,2,58,57,55,2019-05-15 10:01PM,2019-05-16 6:35AM,474,39,24,513,126,255,93
5/17/2019,"4,203","21,753",9.91,30,562,212,18,142,"2,669",58,58,0,57,55,55,2019-05-16 10:06PM,2019-05-17 6:32AM,441,65,23,506,107,226,108
5/18/2019,"3,470","12,645",5.74,4,552,307,9,50,"1,946",58,57,-1,55,55,55,2019-05-17 10:23PM,2019-05-18 7:05AM,463,59,24,522,117,234,112
5/19/2019,"3,266","7,911",3.53,15,668,188,21,71,"1,669",57,55,-2,55,55,55,2019-05-18 10:38PM,2019-05-19 6:50AM,434,58,18,492,109,195,130
5/20/2019,"4,203","20,235",9.56,14,524,259,27,120,"2,732",55,55,0,55,55,56,2019-05-19 10:04PM,2019-05-20 6:34AM,454,56,27,510,91,250,113
5/21/2019,"4,210","20,071",8.1,18,471,303,60,92,"2,805",55,55,0,55,56,56,2019-05-20 10:02PM,2019-05-21 6:37AM,449,65,20,514,111,258,80
5/22/2019,"4,133","20,476",9.81,12,557,206,33,123,"2,603",55,55,0,56,56,56,2019-05-21 9:51PM,2019-05-22 6:32AM,476,45,19,521,135,225,116
5/23/2019,"4,006","17,863",8.57,17,597,184,20,135,"2,419",55,56,1,56,56,55,2019-05-22 10:05PM,2019-05-23 6:29AM,445,59,18,504,120,221,104
5/24/2019,"3,700","14,513",6.74,4,597,282,25,67,"2,181",56,56,0,56,55,53,2019-05-23 10:26PM,2019-05-24 6:15AM,409,60,17,469,111,211,87
5/25/2019,"4,658","26,058",12.28,24,439,348,66,136,"3,383",56,56,0,55,53,53,2019-05-24 10:54PM,2019-05-25 6:25AM,406,45,19,451,75,211,120
5/26/2019,"3,490","14,826",6.78,50,588,229,17,84,"1,950",56,55,-1,53,53,54,2019-05-25 10:34PM,2019-05-26 7:17AM,464,58,23,522,146,178,140
5/27/2019,"4,424","22,404",10.62,25,490,324,44,125,"3,099",55,53,-2,53,54,56,2019-05-26 11:35PM,2019-05-27 7:12AM,393,64,21,457,84,209,100
5/28/2019,"4,522","20,432",9.32,7,436,373,49,118,"3,244",53,53,0,54,56,58,2019-05-27 10:34PM,2019-05-28 6:18AM,418,46,20,464,95,207,116
5/29/2019,"4,579","22,082",10.34,11,926,317,67,130,"3,234",53,54,1,56,58,58,,,,,,,,,
5/30/2019,"5,070","25,443",10.17,43,524,180,51,197,"3,556",54,56,2,58,58,58,2019-05-29 10:45PM,2019-05-30 6:53AM,416,72,26,488,77,217,122
5/31/2019,"4,682","26,091",11.99,20,403,317,53,136,"3,326",56,58,2,58,58,57,2019-05-30 10:22PM,2019-05-31 7:13AM,458,73,25,531,53,271,134
6/1/2019,"4,035","11,883",5.5,13,559,253,60,80,"2,443",58,58,0,58,57,57,2019-05-31 9:48PM,2019-06-01 5:56AM,380,108,23,488,55,248,77
6/2/2019,"2,999","5,466",2.49,8,609,220,7,24,"1,333",58,58,0,57,57,55,2019-06-01 9:43PM,2019-06-02 7:24AM,523,57,31,580,118,276,129
6/3/2019,"3,735","13,664",6.1,22,617,228,44,93,"2,228",58,57,-1,57,55,54,2019-06-02 10:27PM,2019-06-03 6:05AM,404,54,22,458,93,235,76
6/4/2019,"3,453","5,905",2.38,14,612,219,22,66,"1,839",57,57,0,55,54,52,2019-06-03 10:49PM,2019-06-04 7:30AM,469,52,23,521,99,281,89
6/5/2019,"2,839","5,602",2.52,6,"1,171",252,9,8,"1,203",57,55,-2,54,52,51,,,,,,,,,
6/6/2019,"2,895","5,490",2.51,6,646,234,11,10,"1,233",55,54,-1,52,51,50,2019-06-05 9:55PM,2019-06-06 6:54AM,478,61,23,539,122,228,128
6/7/2019,"3,292","7,306",2.93,11,619,266,15,31,"1,672",54,52,-2,51,50,52,2019-06-06 10:54PM,2019-06-07 7:23AM,467,42,28,509,120,217,130
6/8/2019,"2,953","6,358",2.95,4,591,333,0,0,"1,399",52,51,-1,50,52,53,2019-06-07 11:21PM,2019-06-08 7:57AM,435,81,19,516,85,258,92
6/9/2019,"2,795","7,513",3.6,19,753,178,5,33,"1,120",51,50,-1,52,53,54,2019-06-08 11:34PM,2019-06-09 7:25AM,429,42,22,471,73,251,105
6/10/2019,"3,643","10,480",4.72,11,564,299,25,43,"2,103",50,52,2,53,54,55,2019-06-09 10:03PM,2019-06-10 6:32AM,440,69,24,509,95,241,104
6/11/2019,"3,840","13,723",5.9,6,543,228,30,103,"2,276",52,53,1,54,55,54,2019-06-10 9:55PM,2019-06-11 6:51AM,485,51,22,536,140,226,119
6/12/2019,"2,786","5,085",2.36,6,695,210,21,2,"1,076",53,54,1,55,54,56,2019-06-11 10:07PM,2019-06-12 6:39AM,435,77,25,512,64,278,93
6/13/2019,"3,009","8,729",4.05,5,708,209,14,21,"1,313",54,55,1,54,56,56,2019-06-12 10:54PM,2019-06-13 7:02AM,411,77,26,488,37,257,117
6/14/2019,"3,175","8,608",4,12,624,297,20,14,"1,550",55,54,-1,56,56,57,2019-06-13 10:55PM,2019-06-14 7:00AM,424,61,17,485,131,219,74
6/15/2019,"3,157","8,955",4.16,8,614,275,15,19,"1,501",54,56,2,56,57,58,2019-06-14 10:40PM,2019-06-15 7:17AM,462,55,21,517,118,241,103
6/16/2019,"2,598","4,246",1.97,6,694,177,6,5,820,56,56,0,57,58,58,2019-06-15 10:18PM,2019-06-16 7:36AM,490,68,30,558,104,297,89
6/17/2019,"3,598","5,765",2.13,5,671,232,24,66,"1,934",56,57,1,58,58,56,2019-06-16 11:03PM,2019-06-17 6:30AM,389,58,20,447,55,267,67
6/18/2019,"3,312","9,380",4.21,8,596,268,17,20,"1,665",57,58,1,58,56,57,2019-06-17 10:27PM,2019-06-18 7:26AM,471,68,27,539,81,286,104
6/19/2019,"3,586","8,170",3.63,4,595,277,39,47,"2,038",58,58,0,56,57,57,2019-06-18 10:40PM,2019-06-19 6:42AM,421,61,20,482,85,247,89
6/20/2019,"3,134","4,355",1.91,4,748,197,41,31,"1,474",58,56,-2,57,57,56,2019-06-19 11:36PM,2019-06-20 6:39AM,384,39,23,423,78,205,101
6/21/2019,"3,717","7,668",3.43,4,557,225,49,77,"2,170",56,57,1,57,56,55,2019-06-20 11:39PM,2019-06-21 6:47AM,379,49,14,428,85,189,105
6/22/2019,"4,110","16,683",7.62,3,524,292,35,80,"2,571",57,57,0,56,55,56,2019-06-21 10:04PM,2019-06-22 6:34AM,443,66,18,509,92,257,94
6/23/2019,"3,176","9,743",4.48,41,740,127,18,77,"1,481",57,56,-1,55,56,56,2019-06-22 11:33PM,2019-06-23 7:31AM,427,51,17,478,133,165,129
6/24/2019,"3,857","10,457",4.4,5,613,148,63,113,"2,271",56,55,-1,56,56,56,2019-06-23 10:48PM,2019-06-24 7:11AM,446,57,25,503,80,280,86
6/25/2019,"4,063","17,006",7.88,20,517,338,50,73,"2,648",55,56,1,56,56,56,2019-06-24 11:00PM,2019-06-25 6:42AM,419,43,19,462,127,183,109
6/26/2019,"4,189","13,275",5.93,27,567,208,33,128,"2,651",56,56,0,56,56,55,2019-06-25 11:12PM,2019-06-26 7:36AM,439,65,33,504,107,223,109
6/27/2019,"3,646","12,424",5.77,55,596,355,30,21,"2,135",56,56,0,56,55,53,2019-06-26 10:34PM,2019-06-27 5:52AM,374,64,15,438,113,172,89
6/28/2019,"3,449","13,808",5.5,59,613,250,20,62,"1,876",56,56,0,55,53,53,2019-06-27 9:53PM,2019-06-28 6:08AM,443,52,22,495,148,197,98
6/29/2019,"3,529","13,216",6.18,100,659,270,40,30,"1,982",56,55,-1,53,53,53,2019-06-28 11:32PM,2019-06-29 6:53AM,404,37,27,441,96,202,106
6/30/2019,"2,662","7,190",3.24,23,766,153,7,16,940,55,53,-2,53,53,55,2019-06-29 10:02PM,2019-06-30 6:20AM,451,47,20,498,123,250,78
7/1/2019,"2,906","6,568",3.05,3,607,298,11,1,"1,310",53,53,0,53,55,56,2019-06-30 10:34PM,2019-07-01 7:17AM,465,58,23,523,96,258,111
7/2/2019,"2,438","3,516",1.63,1,885,129,0,0,606,53,53,0,55,56,58,2019-07-01 10:04PM,2019-07-02 5:11AM,372,54,23,426,90,189,93
7/3/2019,"2,791","5,371",2.49,5,683,250,6,2,"1,104",53,55,2,56,58,58,2019-07-02 10:50PM,2019-07-03 7:09AM,418,81,23,499,118,233,67
7/4/2019,"3,877","9,933",4.34,5,614,307,11,65,"2,262",55,56,1,58,58,56,2019-07-03 11:06PM,2019-07-04 6:29AM,405,38,17,443,84,218,103
7/5/2019,"3,982","3,982",0.9,10,641,96,38,139,"2,278",56,58,2,58,56,54,2019-07-04 11:44PM,2019-07-05 7:17AM,394,59,17,453,110,214,70
7/6/2019,"3,357","6,953",2.99,4,600,253,54,19,"1,751",58,58,0,56,54,52,2019-07-05 10:45PM,2019-07-06 7:19AM,461,53,19,514,118,247,96
7/7/2019,"2,531","4,586",2.13,11,759,159,4,13,796,58,56,-2,54,52,53,2019-07-06 11:06PM,2019-07-07 7:31AM,452,53,23,505,157,188,107
7/8/2019,"2,300","3,289",1.53,0,787,74,0,18,471,56,54,-2,52,53,54,2019-07-07 10:49PM,2019-07-08 6:41AM,433,38,17,471,123,227,83
7/9/2019,"2,238","2,119",0.98,2,770,95,0,0,385,54,52,-2,53,54,54,2019-07-08 9:44PM,2019-07-09 7:19AM,509,66,21,575,71,354,84
7/10/2019,"2,446","3,340",1.55,0,749,159,0,0,664,52,53,1,54,54,54,2019-07-09 10:26PM,2019-07-10 7:18AM,478,54,23,532,87,351,40
7/11/2019,"2,740","5,884",2.73,0,694,184,7,20,998,53,54,1,54,54,54,2019-07-10 10:20PM,2019-07-11 7:15AM,477,58,30,535,99,268,110
7/12/2019,"2,852","5,039",2.34,4,682,249,0,0,"1,089",54,54,0,54,54,55,2019-07-11 9:54PM,2019-07-12 6:23AM,415,94,21,509,77,262,76
7/13/2019,"3,016","6,370",2.96,11,675,281,4,9,"1,357",54,54,0,54,55,55,2019-07-12 10:46PM,2019-07-13 6:38AM,397,74,23,471,99,225,73
7/14/2019,"2,466","3,565",1.65,6,828,146,0,0,676,54,54,0,55,55,55,2019-07-13 10:08PM,2019-07-14 5:54AM,400,66,16,466,120,209,71
7/15/2019,"2,725","5,131",2.38,1,780,215,0,0,972,54,55,1,55,55,56,2019-07-14 11:14PM,2019-07-15 6:39AM,396,49,23,445,102,189,105
7/16/2019,"3,457","9,535",4.37,14,631,236,23,67,"1,857",55,55,0,55,56,56,2019-07-15 10:21PM,2019-07-16 6:25AM,412,71,21,483,104,216,92
7/17/2019,"3,101","5,744",2.59,5,708,241,22,19,"1,416",55,55,0,56,56,55,2019-07-16 10:19PM,2019-07-17 5:50AM,382,68,24,450,80,195,107
7/18/2019,"3,036","5,574",2.53,4,689,205,19,36,"1,371",55,56,1,56,55,53,2019-07-17 10:45PM,2019-07-18 6:56AM,404,87,15,491,65,232,107
7/19/2019,"2,893","6,561",3.03,2,701,246,3,6,"1,216",56,56,0,55,53,52,2019-07-18 10:17PM,2019-07-19 6:21AM,427,57,16,484,131,199,97
7/20/2019,"3,252","11,865",5.37,27,694,191,24,61,"1,607",56,55,-1,53,52,53,2019-07-19 10:45PM,2019-07-20 6:35AM,415,55,26,470,105,212,98
7/21/2019,"3,138","13,279",6.44,30,700,156,18,72,"1,489",55,53,-2,52,53,54,2019-07-20 9:46PM,2019-07-21 6:00AM,448,46,24,494,104,244,100
7/22/2019,"2,941","7,348",3.38,6,666,214,12,11,"1,168",53,52,-1,53,54,55,2019-07-21 10:14PM,2019-07-22 7:11AM,444,93,20,537,106,232,106
7/23/2019,"3,056","6,861",3.18,3,970,289,10,12,"1,465",52,53,1,54,55,55,2019-07-23 4:14AM,2019-07-23 6:54AM,145,7,2,159,,,
7/24/2019,"3,884","17,237",8.1,28,545,200,50,117,"2,377",53,54,1,55,55,55,2019-07-23 10:16PM,2019-07-24 7:04AM,471,57,26,528,84,246,141
7/25/2019,"3,722","15,232",7.14,1,539,303,27,59,"2,216",54,55,1,55,55,55,2019-07-24 10:37PM,2019-07-25 7:09AM,453,59,23,512,82,284,87
7/26/2019,"3,925","9,763",3.95,3,461,290,31,85,"2,418",55,55,0,55,55,55,2019-07-25 9:58PM,2019-07-26 7:31AM,486,87,29,573,167,209,110
7/27/2019,"3,501","12,316",5.84,12,496,261,57,42,"1,979",55,55,0,55,55,56,,,,,,,,,
7/28/2019,"2,664","7,042",3.4,24,"1,256",144,13,27,940,55,55,0,55,56,55,2019-07-26 9:47PM,2019-07-27 7:31AM,493,91,35,584,38,374,81
7/29/2019,"3,444","10,189",4.4,22,655,198,22,67,"1,767",55,55,0,56,55,55,2019-07-28 11:16PM,2019-07-29 7:34AM,417,81,17,498,131,199,87
7/30/2019,"3,414","13,883",6.77,32,607,188,14,82,"1,770",55,56,1,55,55,55,2019-07-29 11:26PM,2019-07-30 7:13AM,409,58,18,467,68,260,81
7/31/2019,"3,148","5,964",2.68,5,197,243,22,22,"1,522",56,55,-1,55,55,56,2019-07-30 10:37PM,2019-07-31 7:17AM,499,20,1,519,,,
8/1/2019,"3,467","12,722",6.51,29,530,233,19,59,"1,833",55,55,0,55,56,55,2019-07-31 9:51PM,2019-08-01 7:50AM,525,74,27,599,99,347,79
8/2/2019,"3,194","6,382",2.87,1,765,222,32,25,"1,551",55,55,0,56,55,55,2019-08-02 1:02AM,2019-08-02 7:38AM,355,41,23,396,56,234,65
8/3/2019,"3,897","17,374",8.2,23,649,170,28,140,"2,300",55,56,1,55,55,55,2019-08-02 11:31PM,2019-08-03 7:05AM,417,36,22,453,91,233,93
8/4/2019,"2,408","3,200",1.49,5,708,133,3,7,620,56,55,-1,55,55,56,2019-08-03 10:13PM,2019-08-04 8:02AM,512,77,30,589,91,271,150
8/5/2019,"4,374","19,386",8.58,156,402,255,74,107,"2,910",55,55,0,55,56,54,2019-08-04 11:22PM,2019-08-05 7:46AM,419,85,22,504,100,215,104
8/6/2019,"3,502","14,207",5.96,84,595,227,35,49,"1,842",55,55,0,56,54,54,2019-08-05 10:21PM,2019-08-06 7:36AM,488,66,4,554,,,
8/7/2019,"3,520","13,692",6.36,78,565,278,25,40,"1,892",55,56,1,54,54,55,2019-08-06 10:42PM,2019-08-07 7:16AM,474,40,2,514,,,
8/8/2019,"3,162","10,073",4.67,18,702,225,30,25,"1,518",56,54,-2,54,55,55,2019-08-07 10:24PM,2019-08-08 7:38AM,517,37,3,554,,,
8/9/2019,"3,223","13,626",6.43,19,700,101,23,96,"1,547",54,54,0,55,55,56,2019-08-08 10:25PM,2019-08-09 7:06AM,437,83,19,520,77,271,89
8/10/2019,"3,092","11,748",5.6,7,713,133,5,81,"1,350",54,55,1,55,56,56,2019-08-09 10:38PM,2019-08-10 7:06AM,430,78,27,508,89,250,91
8/11/2019,"2,634","4,395",2.04,10,671,197,0,0,863,55,55,0,56,56,55,2019-08-10 10:47PM,2019-08-11 7:15AM,442,65,23,507,90,295,57
8/12/2019,"4,070","21,540",8.96,9,637,194,23,151,"2,540",55,56,1,56,55,53,2019-08-12 12:05AM,2019-08-12 7:20AM,391,44,26,435,87,214,90
8/13/2019,"3,805","20,207",9.65,21,547,182,20,122,"2,216",56,56,0,55,53,54,2019-08-12 9:46PM,2019-08-13 7:15AM,521,48,25,569,128,255,138
8/14/2019,"3,925","21,926",10.31,37,592,251,16,103,"2,391",56,55,-1,53,54,53,2019-08-13 10:32PM,2019-08-14 6:30AM,423,55,25,478,106,201,116
8/15/2019,"3,386","13,164",6.05,6,620,164,21,83,"1,741",55,53,-2,54,53,54,2019-08-14 10:29PM,2019-08-15 7:41AM,476,76,26,552,138,214,124
8/16/2019,"3,362","13,572",6.6,5,749,156,3,89,"1,672",53,54,1,53,54,55,2019-08-16 12:33AM,2019-08-16 7:56AM,385,58,30,443,58,245,82
8/17/2019,"3,201","10,965",5.07,20,614,272,21,34,"1,639",54,53,-1,54,55,55,2019-08-16 10:24PM,2019-08-17 6:43AM,438,61,24,499,101,226,111
8/18/2019,"2,591","4,457",2.07,11,750,164,3,7,803,53,54,1,55,55,56,2019-08-17 10:41PM,2019-08-18 7:18AM,429,87,23,516,60,269,100
8/19/2019,"3,986","17,651",8.38,20,520,220,38,118,"2,471",54,55,1,55,56,57,2019-08-18 10:50PM,2019-08-19 6:55AM,438,47,28,485,84,275,79
8/20/2019,"3,320","15,337",7.07,17,760,157,14,91,"1,689",55,55,0,56,57,58,2019-08-19 11:01PM,2019-08-20 6:58AM,439,35,0,477,,,
8/21/2019,"3,324","11,745",5.8,9,694,159,2,70,"1,554",55,56,1,57,58,60,2019-08-20 11:44PM,2019-08-21 8:20AM,433,82,20,515,64,276,93
8/22/2019,"3,603","10,632",5.14,6,611,174,27,96,"1,995",56,57,1,58,60,57,2019-08-21 10:55PM,2019-08-22 7:47AM,467,65,27,532,130,244,93
8/23/2019,"3,876","15,249",8.33,12,698,168,23,127,"2,257",57,58,1,60,57,56,2019-08-22 11:45PM,2019-08-23 6:50AM,379,45,17,424,87,219,73
8/24/2019,"4,381","20,642",11.69,7,509,167,52,155,"2,868",58,60,2,57,56,56,2019-08-23 9:59PM,2019-08-24 7:16AM,492,65,25,557,155,204,133
8/25/2019,"2,514","4,356",2.02,14,680,188,0,0,806,60,57,-3,56,56,55,2019-08-24 10:10PM,2019-08-25 7:42AM,501,71,29,572,120,250,131
8/26/2019,"4,004","19,685",10.74,10,610,210,30,118,"2,498",57,56,-1,56,55,56,2019-08-25 11:40PM,2019-08-26 7:33AM,406,66,25,472,62,264,80
8/27/2019,"3,019","10,443",4.82,22,717,136,12,75,"1,348",56,56,0,55,56,56,2019-08-26 10:53PM,2019-08-27 7:14AM,403,97,15,500,83,234,86
8/28/2019,"4,465","14,265",8.15,8,527,173,41,167,"2,962",56,55,-1,56,56,56,2019-08-27 10:14PM,2019-08-28 7:06AM,474,58,31,532,107,238,129
8/29/2019,"3,311","8,944",4.15,34,589,266,49,22,"1,708",55,56,1,56,56,57,2019-08-28 10:31PM,2019-08-29 7:05AM,464,50,27,514,127,213,124
8/30/2019,"3,079","8,601",3.83,26,623,198,15,44,"1,411",56,56,0,56,57,55,2019-08-29 9:47PM,2019-08-30 7:07AM,499,61,28,560,130,265,104
8/31/2019,"3,376","10,992",5.09,15,509,285,24,40,"1,815",56,56,0,57,55,53,2019-08-30 9:26PM,2019-08-31 7:08AM,490,92,35,582,160,223,107
9/1/2019,"2,408","2,804",1.3,1,732,151,0,0,600,56,57,1,55,53,52,2019-08-31 10:00PM,2019-09-01 7:17AM,487,70,24,557,128,274,85
9/2/2019,"3,169","9,247",4.29,17,552,296,24,9,"1,597",57,55,-2,53,52,52,2019-09-01 10:09PM,2019-09-02 7:28AM,509,50,32,559,135,273,101
9/3/2019,"2,744","5,331",2.47,8,710,146,29,21,"1,016",55,53,-2,52,52,54,2019-09-02 11:32PM,2019-09-03 6:51AM,380,59,24,439,103,182,95
9/4/2019,"2,739","5,566",2.58,5,653,195,19,12,"1,052",53,52,-1,52,54,54,2019-09-03 9:41PM,2019-09-04 7:03AM,488,73,24,561,58,346,84
9/5/2019,"3,310","12,790",6.09,25,631,150,12,86,"1,632",52,52,0,54,54,54,2019-09-04 9:56PM,2019-09-05 7:17AM,489,72,25,561,54,338,97
9/6/2019,"4,425","6,768",2.7,4,538,199,85,115,"2,928",52,54,2,54,54,53,2019-09-05 10:15PM,2019-09-06 6:38AM,440,63,30,503,78,268,94
9/7/2019,"3,026","7,410",3.44,1,605,278,21,9,"1,444",54,54,0,54,53,52,2019-09-06 10:12PM,2019-09-07 6:59AM,481,46,34,527,111,294,76
9/8/2019,"2,564","4,915",2.28,9,668,176,2,8,848,54,54,0,53,52,53,2019-09-07 9:42PM,2019-09-08 7:28AM,519,67,36,586,117,278,124
9/9/2019,"3,202","12,518",5.96,25,639,143,19,88,"1,561",54,53,-1,52,53,54,2019-09-08 10:13PM,2019-09-09 7:24AM,488,63,27,551,87,284,117
9/10/2019,"3,903","13,712",6.88,24,544,178,22,115,"2,300",53,52,-1,53,54,53,2019-09-09 10:09PM,2019-09-10 7:50AM,495,86,26,581,110,272,113
9/11/2019,"2,854","6,613",3.07,7,668,202,12,8,"1,117",52,53,1,54,53,52,2019-09-10 11:03PM,2019-09-11 8:13AM,489,61,23,550,149,240,100
9/12/2019,"4,668","4,093",1.16,4,622,186,41,144,"3,109",53,54,1,53,52,51,2019-09-12 12:08AM,2019-09-12 7:35AM,404,43,16,447,140,155,109
9/13/2019,"3,309","10,976",5.11,33,565,210,32,62,"1,726",54,53,-1,52,51,51,2019-09-12 9:36PM,2019-09-13 7:07AM,501,70,28,571,127,271,103
9/14/2019,"2,656","4,226",1.96,4,812,226,0,0,931,53,52,-1,51,51,52,2019-09-14 1:24AM,2019-09-14 8:06AM,356,46,15,402,107,180,69
9/15/2019,"2,404","3,603",1.67,6,760,138,2,8,640,52,51,-1,51,52,54,2019-09-14 10:33PM,2019-09-15 7:25AM,476,56,28,532,96,277,103
9/16/2019,"3,335","11,903",6,37,616,204,5,64,"1,641",51,51,0,52,54,54,2019-09-15 10:14PM,2019-09-16 7:25AM,448,103,32,551,46,310,92
9/17/2019,"3,189","10,465",5.02,28,680,228,17,47,"1,576",51,52,1,54,54,54,2019-09-16 11:35PM,2019-09-17 7:23AM,404,64,21,468,95,221,88
9/18/2019,"5,089","4,457",1.69,8,545,133,44,196,"3,548",52,54,2,54,54,54,2019-09-17 10:34PM,2019-09-18 7:16AM,460,62,26,522,69,278,113
9/19/2019,"3,819","12,827",6.03,132,443,300,34,33,"2,201",54,54,0,54,54,54,2019-09-18 9:24PM,2019-09-19 7:54AM,533,97,34,630,113,313,107
9/20/2019,"2,257","2,025",0.94,2,905,115,0,0,433,54,54,0,54,54,55,2019-09-20 2:21AM,2019-09-20 7:27AM,276,30,16,306,30,185,61
9/21/2019,"2,598","3,800",1.76,6,741,190,0,0,844,54,54,0,54,55,56,2019-09-20 11:06PM,2019-09-21 7:35AM,446,63,19,509,110,230,106
9/22/2019,"2,398","2,673",1.24,2,773,129,10,4,612,54,54,0,55,56,59,2019-09-21 11:00PM,2019-09-22 7:44AM,458,66,26,524,122,239,97
9/23/2019,"3,674","11,317",5.25,4,597,153,43,114,"2,060",54,55,1,56,59,58,2019-09-22 10:02PM,2019-09-23 6:55AM,455,78,22,533,138,285,32
9/24/2019,"3,454","6,718",2.89,3,595,161,26,87,"1,759",55,56,1,59,58,56,2019-09-23 10:08PM,2019-09-24 7:39AM,495,76,29,571,68,315,112
9/25/2019,"5,254","4,291",1.53,6,607,152,23,204,"3,661",56,59,3,58,56,55,2019-09-24 10:59PM,2019-09-25 6:33AM,410,44,24,454,78,226,106
9/26/2019,"3,192","8,037",3.45,7,592,208,19,44,"1,533",59,58,-1,56,55,53,2019-09-25 9:04PM,2019-09-26 8:16AM,515,157,24,552,58,238,74
9/27/2019,"2,506","3,386",1.57,5,661,166,0,0,743,58,56,-2,55,53,52,2019-09-26 9:18PM,2019-09-27 7:32AM,494,119,28,613,151,237,106
9/28/2019,"2,976","4,331",1.91,3,588,229,21,26,"1,349",56,55,-1,53,52,53,2019-09-27 10:12PM,2019-09-28 7:48AM,485,91,20,576,136,226,123
9/29/2019,"2,438","3,778",1.75,8,709,136,5,5,664,55,53,-2,52,53,53,2019-09-28 10:14PM,2019-09-29 7:59AM,532,53,23,585,167,269,96
9/30/2019,"3,200","12,825",5.92,17,598,192,9,76,"1,584",53,52,-1,53,53,55,2019-09-29 9:56PM,2019-09-30 7:21AM,482,83,29,565,74,329,79
10/1/2019,"3,223","12,982",6.14,4,680,147,18,83,"1,537",52,53,1,53,55,56,2019-09-30 11:23PM,2019-10-01 7:56AM,457,55,23,512,99,268,90
10/2/2019,"3,169","10,807",6.91,4,756,106,1,69,"1,405",53,53,0,55,56,56,2019-10-02 12:02AM,2019-10-02 8:30AM,459,49,29,508,170,173,116
10/3/2019,"3,612","12,344",7.11,2,594,191,21,80,"1,937",53,55,2,56,56,54,2019-10-02 10:32PM,2019-10-03 7:46AM,493,61,21,554,96,285,112
10/4/2019,"5,121","4,788",1.2,15,514,158,30,235,"3,638",55,56,1,56,54,52,2019-10-03 11:11PM,2019-10-04 7:34AM,437,66,28,503,109,233,95
10/5/2019,"2,525","3,574",1.66,0,715,170,6,8,760,56,56,0,54,52,52,2019-10-04 10:19PM,2019-10-05 7:20AM,475,66,30,541,57,328,90
10/6/2019,"2,425","4,044",1.82,10,719,136,9,11,660,56,54,-2,52,52,53,2019-10-05 10:09PM,2019-10-06 7:34AM,495,70,22,565,75,319,101
