Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,RHR,RHR 1 Day,RHR Change,RHR 2 Day,RHR 3 Day,RHR 4 Day,Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
4/1/2018,"2,744","4,239",1.97,0,628,241,0,0,"1,007",58,57,-1,58,59,59,2018-03-31 10:13PM,2018-04-01 7:44AM,508,63,19,571,96,292,120
4/2/2018,"3,761","10,129",4.63,11,632,333,32,24,"2,097",57,58,1,59,59,58,2018-04-01 11:15PM,2018-04-02 6:14AM,376,43,15,419,120,177,79
4/3/2018,"3,328","8,009",3.72,0,700,287,5,8,"1,528",58,59,1,59,58,59,2018-04-02 10:13PM,2018-04-03 5:33AM,405,35,15,440,136,156,113
4/4/2018,"2,926","5,821",2.7,0,651,243,1,9,"1,133",59,59,0,58,59,61,2018-04-03 9:33PM,2018-04-04 6:29AM,483,53,19,536,125,235,123
4/5/2018,"3,249","7,763",3.6,0,608,308,7,0,"1,550",59,58,-1,59,61,61,2018-04-04 9:55PM,2018-04-05 6:33AM,465,52,23,517,105,273,87
4/6/2018,"3,055","6,942",3.22,32,738,221,1,10,"1,185",58,59,1,61,61,60,2018-04-05 10:37PM,2018-04-06 6:27AM,407,63,18,470,59,262,86
4/7/2018,"3,120","6,885",3.2,0,670,278,7,6,"1,371",59,61,2,61,60,61,2018-04-06 11:03PM,2018-04-07 7:02AM,433,46,17,479,121,236,76
4/8/2018,"2,814","5,302",2.46,0,704,228,0,0,"1,021",61,61,0,60,61,61,2018-04-07 10:17PM,2018-04-08 6:45AM,452,56,19,508,128,230,94
4/9/2018,"3,342","7,348",3.41,0,612,331,8,11,"1,675",61,60,-1,61,61,62,2018-04-08 10:12PM,2018-04-09 6:10AM,439,39,17,478,152,190,97
4/10/2018,"3,631","10,919",5.07,0,589,324,15,28,"1,925",60,61,1,61,62,60,2018-04-09 10:19PM,2018-04-10 6:24AM,424,60,15,484,122,211,91
4/11/2018,"3,586","10,964",5.09,5,532,402,3,18,"2,009",61,61,0,62,60,63,2018-04-10 10:16PM,2018-04-11 6:21AM,417,68,19,485,117,210,90
4/12/2018,"3,373","8,422",3.91,8,"1,081",349,2,8,"1,699",61,62,1,60,63,63,,,,,,,,,
4/13/2018,"3,203","8,536",3.97,24,687,249,14,16,"1,426",62,60,-2,63,63,63,2018-04-12 10:22PM,2018-04-13 6:16AM,429,45,22,474,118,212,99
4/14/2018,"2,722","3,585",1.66,1,724,173,0,0,794,60,63,3,63,63,62,2018-04-13 9:25PM,2018-04-14 6:28AM,489,54,25,543,109,276,104
4/15/2018,"2,897","4,874",2.26,1,703,220,0,0,987,63,63,0,63,62,62,2018-04-14 9:59PM,2018-04-15 6:36AM,457,60,20,517,106,253,98
4/16/2018,"3,231","7,341",3.41,6,616,303,3,8,"1,541",63,63,0,62,62,62,2018-04-15 9:54PM,2018-04-16 6:24AM,453,57,19,510,109,222,122
4/17/2018,"3,600","10,528",4.89,8,526,299,10,33,"1,922",63,62,-1,62,62,61,2018-04-16 9:16PM,2018-04-17 6:48AM,499,73,25,572,106,265,128
4/18/2018,"2,736","5,340",2.48,0,668,230,20,1,"1,149",62,62,0,62,61,60,2018-04-17 9:49PM,2018-04-18 6:30AM,461,60,19,521,111,259,91
4/19/2018,"3,032","9,740",4.52,8,609,243,5,42,"1,431",62,62,0,61,60,60,2018-04-18 9:42PM,2018-04-19 6:43AM,437,104,20,541,101,262,74
4/20/2018,"2,534","3,593",1.67,0,804,214,0,0,845,62,61,-1,60,60,60,2018-04-19 11:38PM,2018-04-20 6:40AM,382,40,23,422,77,223,82
4/21/2018,"2,808","6,247",2.9,0,736,207,35,7,"1,125",61,60,-1,60,60,60,2018-04-20 10:50PM,2018-04-21 6:25AM,409,46,22,455,54,267,88
4/22/2018,"2,617","4,353",2.02,0,767,204,0,0,860,60,60,0,60,60,61,2018-04-21 10:40PM,2018-04-22 6:29AM,393,76,17,469,75,231,87
4/23/2018,"3,300","9,492",4.41,7,566,304,14,20,"1,649",60,60,0,60,61,61,2018-04-22 9:48PM,2018-04-23 6:44AM,471,65,15,536,141,263,67
4/24/2018,"3,105","8,497",3.94,5,648,252,10,23,"1,375",60,60,0,61,61,60,2018-04-23 9:49PM,2018-04-24 6:16AM,457,50,18,507,136,200,121
4/25/2018,"3,329","9,875",4.58,0,638,322,2,19,"1,635",60,61,1,61,60,59,2018-04-24 10:01PM,2018-04-25 5:40AM,398,61,12,459,112,181,105
4/26/2018,"3,107","8,643",4.01,7,681,307,0,0,"1,420",61,61,0,60,59,59,2018-04-25 10:39PM,2018-04-26 6:11AM,393,59,18,452,63,235,95
4/27/2018,"3,215","10,173",4.72,4,666,241,35,18,"1,525",61,60,-1,59,59,59,2018-04-26 10:07PM,2018-04-27 6:07AM,425,55,28,480,82,235,108
4/28/2018,"2,607","4,504",2.09,3,722,185,0,0,825,60,59,-1,59,59,60,2018-04-27 11:17PM,2018-04-28 6:46AM,387,62,31,449,82,214,91
4/29/2018,"2,753","4,572",2.12,7,677,183,0,0,853,59,59,0,59,60,62,2018-04-28 9:24PM,2018-04-29 7:04AM,483,97,27,580,42,356,85
4/30/2018,"2,828","7,242",3.36,7,676,184,10,25,"1,086",59,59,0,60,62,61,2018-04-29 9:50PM,2018-04-30 6:55AM,481,64,28,545,110,275,96
5/1/2018,"3,061","7,217",3.35,3,758,202,9,25,"1,221",59,60,1,62,61,59,2018-04-30 11:12PM,2018-05-01 6:39AM,396,50,23,446,100,228,68
5/2/2018,"3,139","9,481",4.4,6,682,180,3,46,"1,302",60,62,2,61,59,59,2018-05-01 10:03PM,2018-05-02 6:52AM,451,78,22,529,71,306,74
5/3/2018,"3,258","10,014",4.65,3,673,267,12,29,"1,583",62,61,-1,59,59,58,2018-05-02 10:39PM,2018-05-03 6:18AM,414,45,21,459,75,233,106
5/4/2018,"3,566","12,666",5.88,3,610,231,37,59,"1,935",61,59,-2,59,58,59,2018-05-03 9:47PM,2018-05-04 6:10AM,453,50,21,503,95,244,114
5/5/2018,"2,528","2,497",1.16,0,719,165,0,0,680,59,59,0,58,59,58,2018-05-04 10:26PM,2018-05-05 7:42AM,479,77,22,556,123,239,117
5/6/2018,"3,147","8,220",3.82,5,688,212,9,41,"1,380",59,58,-1,59,58,59,2018-05-05 9:55PM,2018-05-06 6:06AM,447,43,18,490,123,220,104
5/7/2018,"3,221","6,822",3.17,1,662,250,21,19,"1,470",58,59,1,58,59,60,2018-05-06 10:13PM,2018-05-07 6:21AM,398,90,13,488,106,198,94
5/8/2018,"3,180","7,223",3.35,0,703,277,11,10,"1,449",59,58,-1,59,60,60,2018-05-07 10:44PM,2018-05-08 6:03AM,391,48,20,439,100,176,115
5/9/2018,"2,807","4,746",2.2,0,816,182,2,10,926,58,59,1,60,60,59,2018-05-08 10:58PM,2018-05-09 6:08AM,372,58,14,430,77,202,93
5/10/2018,"3,165","7,047",3.27,13,700,219,20,19,"1,357",59,60,1,60,59,59,2018-05-09 10:14PM,2018-05-10 6:16AM,441,41,19,482,110,249,82
5/11/2018,"2,876","6,084",2.82,18,745,172,8,17,"1,029",60,60,0,59,59,59,2018-05-10 10:12PM,2018-05-11 6:31AM,439,59,22,498,65,264,110
5/12/2018,"2,875","6,764",3.14,4,809,208,7,16,"1,134",60,59,-1,59,59,58,2018-05-12 10:51PM,2018-05-13 6:01AM,383,47,17,430,107,191,85
5/13/2018,"2,622","3,288",1.53,1,754,169,0,0,772,59,59,0,59,58,57,2018-05-12 12:22AM,2018-05-12 7:02AM,365,35,11,400,97,191,77
5/14/2018,"3,414","8,662",4.02,0,620,261,22,32,"1,728",59,59,0,58,57,57,2018-05-13 10:15PM,2018-05-14 6:40AM,397,108,19,505,114,200,83
5/15/2018,"3,032","6,079",2.82,2,632,264,2,9,"1,257",59,58,-1,57,57,58,2018-05-14 9:29PM,2018-05-15 6:22AM,482,51,19,533,139,249,94
5/16/2018,"3,247","8,123",3.77,4,732,214,26,32,"1,486",58,57,-1,57,58,60,2018-05-15 11:17PM,2018-05-16 6:33AM,386,50,17,436,122,193,71
5/17/2018,"3,212","7,654",3.55,4,707,256,8,12,"1,452",57,57,0,58,60,59,2018-05-16 11:00PM,2018-05-17 6:37AM,425,32,17,457,131,182,112
5/18/2018,"3,549","11,158",5.18,11,623,219,26,54,"1,776",57,58,1,60,59,58,2018-05-17 9:52PM,2018-05-18 6:30AM,469,49,16,518,94,254,121
5/19/2018,"3,328","9,549",4.43,0,633,296,24,8,"1,669",58,60,2,59,58,60,2018-05-18 10:43PM,2018-05-19 6:42AM,438,41,27,479,128,214,96
5/20/2018,"2,853","5,149",2.39,0,799,231,0,0,"1,048",60,59,-1,58,60,59,2018-05-19 11:06PM,2018-05-20 5:56AM,378,32,22,410,41,269,68
5/21/2018,"3,086","7,496",3.48,4,745,208,5,21,"1,259",59,58,-1,60,59,60,2018-05-20 10:24PM,2018-05-21 6:05AM,426,35,24,461,73,257,96
5/22/2018,"4,156","18,362",8.52,9,585,238,45,98,"2,528",58,60,2,59,60,60,2018-05-21 10:40PM,2018-05-22 6:34AM,411,63,23,474,115,197,99
5/23/2018,"3,426","11,337",5.26,8,690,191,16,59,"1,619",60,59,-1,60,60,60,2018-05-22 10:13PM,2018-05-23 6:17AM,448,36,29,484,123,220,105
5/24/2018,"3,590","10,647",4.94,5,704,294,28,16,"1,841",59,60,1,60,60,59,2018-05-23 11:38PM,2018-05-24 6:17AM,353,45,18,398,104,153,96
5/25/2018,"3,649","13,395",6.22,12,659,273,22,53,"1,974",60,60,0,60,59,61,2018-05-24 11:11PM,2018-05-25 6:24AM,385,48,19,433,81,184,120
5/26/2018,"2,688","4,685",2.17,2,815,180,3,8,856,60,60,0,59,61,60,2018-05-26 12:36AM,2018-05-26 6:34AM,302,56,6,358,83,158,61
5/27/2018,"2,723","4,202",1.95,2,711,208,0,0,908,60,59,-1,61,60,62,2018-05-26 9:56PM,2018-05-27 6:37AM,483,38,21,521,134,257,92
5/28/2018,"3,421","7,438",3.45,0,704,312,16,16,"1,722",59,61,2,60,62,63,2018-05-27 11:48PM,2018-05-28 6:21AM,351,41,13,392,103,156,92
5/29/2018,"3,201","9,306",4.32,1,683,233,25,27,"1,474",61,60,-1,62,63,63,2018-05-28 10:46PM,2018-05-29 6:38AM,412,60,21,472,78,243,91
5/30/2018,"3,896","13,521",6.28,4,546,357,22,40,"2,320",60,62,2,63,63,62,2018-05-29 10:27PM,2018-05-30 6:22AM,441,34,26,475,105,226,110
5/31/2018,"3,371","7,638",3.55,5,607,322,0,0,"1,628",62,63,1,63,62,62,2018-05-30 10:03PM,2018-05-31 6:35AM,453,58,18,511,101,247,105
6/1/2018,"3,198","6,944",3.22,3,710,271,8,13,"1,452",63,63,0,62,62,62,2018-05-31 11:26PM,2018-06-01 6:44AM,386,52,12,438,92,212,82
6/2/2018,"3,321","7,585",3.52,0,625,344,0,0,"1,680",63,62,-1,62,62,63,2018-06-01 10:33PM,2018-06-02 6:25AM,402,69,18,471,88,220,94
